Links
https://www.chegg.com/homework-help/entrepreneurs-learn-chamillionaire-web-wwwchamillionairecom-chapter-13.2c-problem-4dq-solution-9780132965828-exc
https://apnews.com/article/entertainment-music-technology-hip-hop-and-rap-celebrities-5169ca25671b9ad69f064bd14fd3a22e
https://www.axios.com/chamillionaire-on-investing-in-startups-and-entrepreneurship-d4733f13-103a-4530-ae03-d9a5911cbe13.html
https://medium.com/swlh/how-chamillionaire-became-a-better-entrepreneur-than-rapper-a8846b353976
https://entrepreneurquarterly.com/chamillionaire-mark-suster-visit-stl-talk-tech-startups-investing-snapchat/
https://techcrunch.com/2018/02/11/chamillionaire-is-a-presentation-genius-has-a-new-app/
https://www.pinterest.com/pin/what-tech-entrepreneurs-could-learn-from-chamillionaire--135319163780534586/
https://www.fastcompany.com/1697778/what-tech-entrepreneurs-could-learn-chamillionaire
https://www.click2houston.com/news/2017/12/11/houston-rapper-chamillionaire-teaches-children-importance-of-entrepreneurship-in-tech/
https://www.billboard.com/articles/news/6480589/chamillionaire-venture-capitalist
